struct_idx	county	phillimore	head_of_manor	geld	g_code	vill_tax	taxed_on	lords_geld	new_land	ploughlands	p_code	lords_ploughs	mens_ploughs	total_ploughs	lords_ploughs_possible	mens_ploughs_possible	total_ploughs_possible	villagers	smallholders	slaves	female_slaves	freemen	free_men	priests	cottagers	other_pop	misc_pop	misc_pop_categories	burgesses	mills	mill_value	meadow	meadow_units	pasture	pasture_units	woodland	woodland_units	fisheries	salthouses	payments	payments_units	churches	church_land	value_86	value_66	value_qr	values	render	waste	waste_66	waste_qr	waste_86	duplicates	subholdings	notes
4480	DEV	"1,27"	-	1.5	geld			0.25		100	land for	7	40	47				44	50	11	0	0	0	0	0	15	4	smiths	0			2	leagues	2	leagues	1 * 1	leagues				-			45			now		none	N	N	N	-	-	Satellite: demesne hides.
4481	DEV	"1,28"	-	0.5	geld					20	land for	2	8	10				18	10	10	0	0	0	0	0	0	0	-	0			30	acres	0.5 * 0.5	leagues	60	acres				-			18			now		none	N	N	N	-	-	
4483	DEV	"1,29"	South Tawton	3.62	geld			0.5		53	land for	8	39	47				56	30	13	0	0	0	0	0	0	0	-	0			70	acres	8 acres & 4 * 4 leagues	mixed measures	2 * 2	leagues				-			49.5		48	qr;now		none	N	N	N	-	Y	Satellite: intermediate valuation and demesne hides.
4484	DEV	"1,30"	-	9	geld			1		110	land for	15	30	45				60	45	30	0	0	0	0	0	0	0	-	0			10	acres	1 * 1	leagues	12	acres				-			48		23	was;now		none	N	N	N	-	-	Values: before Baldwin's time it paid £23. Satellite: demesne hides.
4485	DEV	"1,31"	-	0.31	geld			0.06		7	land for	1	5	6				6	4	3	0	0	0	0	0	0	0	-	0			1	acres	8	acres	2	acres				-			2			now		none	N	N	N	-	-	Satellite: demesne hides.
4486	DEV	"1,32"	-	0.43	geld			0.08		4	land for	1	3	4				6	3	2	0	0	0	0	0	0	0	-	0			6	acres	40	acres	12	acres				-			6.25		6	qr;now		none	N	N	N	-	Y	Satellite: intermediate valuation and demesne hides.
4487	DEV	"1,33"	-	10	geld			5		35	land for	2	20	22				30	22	6	0	0	0	0	0	0	0	-	0	1	0.37	30	acres	300	acres	1 * 0.5	leagues				-	1	1.28	24		18	was;now		none	N	N	N	-	Y	Satellite: demesne hides.
4488	DEV	"1,34"	-	7.5	geld			3.25		61	land for	3	42	45				47	59	12	0	0	0	0	0	0	0	-	0			16	acres	150	acres	20 furlongs * 0.5 leagues & 6 acres	mixed measures				-			27		27	qr;now		none	N	N	N	-	Y	"Satellite: intermediate valuation and demesne hides; additional ploughs, 1 in lordship in Sherford."
4489	DEV	"1,35"	-	3.5	geld			1.5		36	land for	0	30	30				35	24	19	0	0	0	0	0	3	0	-	0	2	0.27	14	acres	40	acres	4 furlongs & 1 league * 6.5 furlongs	mixed measures				payment in kind			18			now		none	N	N	N	-	-	"Payments: 3 pigmen, 10 pigs. Satellite: demesne hides."
4491	DEV	"1,36"	-	0.5	geld			0.12		8	land for	1	6	7				17	4	3	0	0	0	0	0	0	0	-	0			1	acres		-	15	acres				-			3		3	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4492	DEV	"1,37"	-	1.75	geld			0.5		31	land for	6	25	31				20	22	15	0	0	0	0	0	10	0	-	0			20	acres	1 * 1	leagues	1 * 0.5	leagues			0.12	customary			18		18	qr;now		none	N	N	N	-	-	"Payments: [West] Putford, 30d. Satellite: intermediate valuation and demesne hides."
4493	DEV	"1,38"	-	1.62	geld			0.25		30	land for	8	20	28				40	20	15	0	0	0	0	0	0	0	-	0			80	acres	1 * 1	leagues	1	acres				-			12		12	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4494	DEV	"1,39"	-	5	geld			1		37	land for	10	23	33				36	14	20	0	0	0	0	0	6	0	-	0			30	acres	1 * 1	leagues	1 * 1	leagues				-			18			now		none	N	N	N	-	-	Satellite: demesne hides.
4495	DEV	"1,40"	High Bickington	5.37	geld			0.5		90	land for	10	21	31				72	0	18	0	0	0	0	0	7	0	-	0			32	acres	1 * 1 leagues & 100 acres	mixed measures	20	acres				payment in kind			28		24	qr;now		none	N	N	N	G	Y	"Duplicates: 1.5 virgates in Langley partially duplicated in 1,67; hidage and 1086 valuation recorded here. Payments: pigmen pay 35 pigs; 5 houses in Exeter. Satellite: intermediate valuation and demesne hides."
4496	DEV	"1,41"	Molland	4.68	geld			1		42	land for	3	16	19				35	20	11	0	0	0	0	0	0	0	-	0			12	acres	3 * 3	leagues	15	acres				-			25.75			now		none	N	N	N	-	Y	Satellite: demesne hides.
4497	DEV	"1,42"	-	3	geld			1		20	land for	1	15	16				20	13	12	0	0	0	0	0	0	0	-	0			10	acres	20	acres	40	acres				-			7			now		none	N	N	N	-	-	Satellite: demesne hides.
4498	DEV	"1,43"	-	2.5	geld			0.5		16	land for	2	14	16				32	5	6	0	0	0	0	0	0	0	-	0			3	acres		-	20 acres & 1 * 1 league	mixed measures				-			6			now		none	N	N	N	-	-	Satellite: demesne hides.
4499	DEV	"1,44"	-	1	geld			0.5		12	land for	1	12	13				16	12	5	0	0	0	0	0	0	0	-	0			10	acres	60	acres		-				-			6			now		none	N	N	N	-	-	Satellite: demesne hides.
4500	DEV	"1,45"	-	3	geld			1		20	land for	3	8	11				16	6	6	0	0	0	0	0	0	0	-	0			20	acres	60	acres	1 league * 1 furlong	mixed measures				-			12		12	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4501	DEV	"1,46"	-	3.12	geld			1.5		16	land for	2	12	14				20	8	6	0	0	0	0	0	0	0	-	0	1	0.37	16	acres	400	acres	40	acres				-			8.2		8	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4502	DEV	"1,47"	-	2	geld			1		6	land for	1	5	6				8	7	4	0	0	0	0	0	0	0	-	0			4	acres	24	acres	24	acres				-			2		2	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4503	DEV	"1,48"	-	1	geld			0.5		8	land for	0	4	4				8	4	5	0	0	0	0	0	0	0	-	0				-	100	acres	1 league * 1 furlong	mixed measures				-			3		3	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4504	DEV	"1,49"	Kings Nympton	3.12	geld			1		50	land for	3	16	19				40	4	7	0	0	0	0	0	6	0	-	0			8	acres	1 * 1	leagues	1 * 1	leagues				-			18.35			now		none	N	N	N	-	-	Satellite: demesne hides.
4505	DEV	"1,50"	-	6.5	geld			1		86	land for	6	27	33				116	25	20	0	0	0	0	0	0	25	freedmen	0			100	acres	500	acres	20	acres				-			20		24	was;now		none	N	N	N	-	-	Satellite: demesne hides; population: 116 villagers from the satellite text; Domesday's 16 assumed to be a scribal error.
4507	DEV	"1,51"	-	1.37	geld			0.37		18	land for	2	9	11				16	5	5	0	0	0	0	0	0	0	-	0			5	acres	50	acres	50	acres				-			8			now		none	N	N	N	-	-	Satellite: demesne hides.
4508	DEV	"1,52"	-	1.75	geld			0.75		10	land for	1	7	8				8	6	1	0	0	0	0	0	0	0	-	0			20	acres	100	acres	100	acres				-	1	0.25	6.25			now		none	N	N	N	-	-	Satellite: demesne hides.
4509	DEV	"1,53"	-	2	geld			0.5		10	land for	1	6	7				12	8	2	0	0	0	0	0	0	0	-	0	1	0.25	30	acres	12 furlongs & 12 acres	mixed measures	6	acres				-			7			now		none	N	N	N	-	-	Satellite: demesne hides.
4510	DEV	"1,54"	-	5	geld			1		16	land for	1	12	13				14	13	2	0	0	0	0	0	0	0	-	0	1	0.25	27	acres	3	furlongs	5	furlongs				-			11		11	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4511	DEV	"1,55"	-	3	geld			1		20	land for	1	13	14				16	10	6	0	0	0	0	0	0	0	-	0			4	acres	200	acres	7	acres			1	urban			11		11	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4512	DEV	"1,56"	-	9.5	geld			2		35	land for	1	26	27				35	30	11	0	0	0	0	0	0	7	freedmen	0	1	1	40	acres	0.5	leagues	150	acres				-			24			now		none	N	N	N	-	-	Satellite: demesne hides.
4514	DEV	"1,57"	-	1.31	geld			0.25		12	land for	4	10	14				20	7	7	0	0	0	0	0	0	0	-	0			30	acres	8 * 4	furlongs	20	acres				-			9			now		none	N	N	N	-	-	Satellite: demesne hides.
4515	DEV	"1,58"	-	0.25	geld			0.06		5	land for	2	5	7				10	1	6	0	0	0	0	0	0	0	-	0			40	acres	1 league * 2 furlongs	mixed measures	2	acres				-			3.5			now		none	N	N	N	-	-	Satellite: demesne hides.
4516	DEV	"1,59"	-	3	geld			1		12	land for	5	7	12				16	11	10	0	0	0	0	0	0	0	-	0			30	acres	1 * 0.5	leagues	40	acres				-			12		6	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4517	DEV	"1,60"	-	3	geld			0.5		26	land for	4	20	24				30	8	14	0	0	0	0	0	0	0	-	0			10	acres	20	acres	150	acres	1		1.25	fisheries			16			now		none	N	N	N	-	-	Satellite: demesne hides.
4518	DEV	"1,61"	-	1	geld			0.25		8	land for	1	4	5				12	3	7	0	0	0	0	0	0	0	-	0			10	acres	20	acres	60	acres				-			3			now		none	N	N	N	-	-	Satellite: demesne hides.
4519	DEV	"1,62"	-	1.87	geld			0.5		20	land for	2	16	18				24	2	8	0	0	0	0	0	2	0	-	0			15	acres		-	1 * 1	leagues				-			7.25			now		none	N	N	N	-	-	"Satellite: demesne hides, pigmen."
4520	DEV	"1,63"	Iddesleigh	3.62	geld			1		25	land for	4	16	20				24	0	15	0	0	0	0	0	0	0	-	0			15	acres		-	2 * 1	leagues				-			15			now		none	N	N	N	-	Y	Satellite: demesne hides.
4521	DEV	"1,64"	-	5.5	geld			2		40	land for	8	40	48				60	0	16	0	0	0	0	0	10	0	-	0			80	acres	1 * 1	leagues	500	acres				-			30.62			now		none	N	N	N	-	-	Satellite: demesne hides.
4522	DEV	"1,65"	-	1.87	geld			0.5		15	land for	2	10	12				14	6	10	0	0	0	0	0	2	0	-	0			20	acres	0.5 * 0.5	leagues	200	acres				-			7			now		none	N	N	N	-	-	Satellite: demesne hides.
4523	DEV	"1,66"	Lapford	2.62	geld			0.5		11	land for	3	8	11				18	12	6	0	0	0	0	0	7	0	-	0			20	acres	10	acres	130	acres				-			12.6			now		none	N	N	N	-	-	Satellite: demesne hides.
4524	DEV	"1,67"	-	1.62	geld			0.25		16	land for	2	7	9				14	2	3	0	0	0	0	0	2	0	-	0			8	acres	100	acres	100	acres				payment in kind			12			now		none	N	N	N	G	-	"Duplicates: 0.375 and £4 duplicated in 1,40 but assumed to be charged here. Satellite: demesne hides; payments: pigmen, 16 pigs."
4525	DEV	"1,68"	-	0.5	geld			0.25		8	land for	2	3	5				8	0	2	0	0	0	0	0	0	0	-	0			2	acres		-	40	acres				-			4			now		none	N	N	N	-	-	Satellite: demesne hides.
4526	DEV	"1,69"	-	1	geld			0.12		7	land for	2	5	7				10	8	4	0	0	0	0	0	0	0	-	0				-		-	110	acres				-			8.75			now		none	N	N	N	-	-	Satellite: demesne hides.
4527	DEV	"1,70"	-	5	geld			1.5		28	land for	5	22	27				43	11	9	0	0	0	0	0	5	0	-	0	2	0.5	36	acres	5 * 3	furlongs	16 * 13	furlongs				payment in kind			27.5			now		none	N	N	N	-	Y	"Satellite: demesne hides; payments, 5 pigmen, 30 pigs."
4528	DEV	"1,71"	-	3	geld			1		10	land for	2	3	5				7	8	4	0	0	0	0	0	0	0	-	0			3	acres	40	acres	1 * 0.5	leagues	2	1		-			4			now		none	N	N	N	-	-	Satellite: demesne hides.
4529	DEV	"1,72"	-	0.37	geld			0.25		2	land for	1	1	2				3	0	2	0	0	0	0	0	0	0	-	0			3	acres	2	furlongs	2 * 1	furlongs				-			0.5			now		none	N	N	N	-	-	Satellite: demesne hides and ploughs.
4531	DEV	"2,1"	-	0.02	geld						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-			0.54	urban	1	0.02	0.66			now		none	N	N	N	-	-	Geld: acres. Values: church pays 1 silver mark interpreted as value. Payments: 47 houses pay 10s 10d. 2.5 acres of land belong to the church.
4532	DEV	"2,2"	Newton St Cyres	18	geld			6		185	land for	13	172	185				264	73	40	0	0	0	0	0	30	0	-	0	1	0.12	80	acres	200	acres	5 * 0.5	leagues				payment in kind			78		21	was;now		none	N	N	N	-	-	"Payments: 30 pigmen, 150 pigs."
4533	DEV	"2,3"	-	0.25	geld					3	land for	0	2	2				4	3	0	0	0	0	0	0	0	0	-	0			5	acres		-		-				-			0.37			now		none	N	N	N	-	-	
4534	DEV	"2,4"	-	18	geld			5		55	land for	4	51	55				57	36	14	0	0	0	0	0	10	0	-	0			10	acres	4 * 0.5	leagues	1 * 1	leagues		24	0.65	miscellaneous			24		14	was;now		none	N	N	N	-	-	"Payments: 10 pigmen, 35 pigs; salt-houses, 10s; 9 houses, 3s. Satellite: demesne hides."
4535	DEV	"2,5"	-	7	geld			1		30	land for	2	24	26				30	8	3	0	0	0	0	0	0	0	-	0			6	acres	12	acres	3 * 1	furlongs				-			8		7	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4536	DEV	"2,6"	-	2	geld			1		6	land for	1	5	6				11	11	2	0	0	0	0	0	0	0	-	0				-		-	3	acres				-			2		2	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4537	DEV	"2,7"	-	2.5	geld			0.5		20	land for	1	16	17				20	12	9	0	0	0	0	0	0	0	-	0			12	acres	30	furlongs	41	acres				-			7			now		none	N	N	N	-	-	Satellite: demesne hides.
4538	DEV	"2,8"	-	0.5	geld			0.25		3	land for	1	2	3				4	4	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.75			now		none	N	N	N	-	-	Satellite: demesne hides and ploughs.
4540	DEV	"2,9"	Haxton	0.5	geld					5	land for	0	3	3				6	0	0	0	0	0	0	0	0	0	-	0			2	acres		just pasture		-				-			1.25		1.25	was;now		none	N	N	N	-	-	
4541	DEV	"2,10"	Haxton	0.25	geld					2	land for	0	0	0				1	0	0	0	0	0	0	0	0	0	-	0				-		just pasture		-				-			0.25		0.25	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation.
4542	DEV	"2,11"	-	12	exemption		9	3		150	land for	6	100	106				80	11	18	0	0	0	0	0	22	0	-	0			24	acres	100	acres	12	acres				payment in kind			40		50	qr;now		none	N	N	N	-	-	"Geld: 3 hides have never paid tax. Payments: 22 pigmen, 100 pigs. Satellite: demesne hides."
4543	DEV	"2,12"	-	5	geld			1		15	land for	2	11	13				24	8	5	0	0	0	0	0	0	0	-	0	1	0.25	50	acres	1 * 1	leagues	7 * 1	furlongs				-			6		4	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4544	DEV	"2,13"	-	1	geld			0.25		6	land for	1	6	7				4	8	2	0	0	0	0	0	0	0	-	0	2	1.5	8	acres	50	acres	4	acres				-			2.5			now		none	N	N	N	-	-	Satellite: demesne hides.
4545	DEV	"2,14"	-	7	geld			3		16	land for	1	9	10				20	12	6	0	0	0	0	0	0	0	-	0	1	0.2	20	acres	150	acres	6	acres				-			6		5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4546	DEV	"2,15"	-	5	geld			1		30	land for	2	25	27				32	5	2	0	0	0	0	0	0	0	-	0			12	acres	100	acres	300	acres				-			6		6	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4547	DEV	"2,16"	-	3	geld			1		6	land for	1	7	8				16	7	2	0	0	0	0	0	0	0	-	0			6	acres	1 league * 4 furlongs	mixed measures	14	acres				-			3		3	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4548	DEV	"2,17"	-	1	geld			0.5		5	land for	1	3	4				3	6	0	0	0	0	0	0	0	0	-	0			40	acres	50	acres		-				-			1		1	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4549	DEV	"2,18"	-	20	geld			6		60	land for	8	42	50				52	40	36	0	0	0	0	0	5	0	-	0			18	acres	40	acres	41	acres		1	0.04	miscellaneous			50		13	qr;now		none	N	N	N	-	-	"Payments: 5 pigmen, 50 pigs; salt-house, 10d. Satellite: demesne hides."
4550	DEV	"2,19"	-	6	geld			2		20	land for	2	16	18				34	16	10	0	0	0	0	0	0	0	-	0			3	acres	1	leagues	1	leagues				-			20		8	qr;now		none	N	N	N	-	-	Satellite: demesne hides.
4551	DEV	"2,20"	-	0.5	geld			0.37		3	land for	2	1	3				4	0	3	0	0	0	0	0	0	0	-	0			3	acres	6	acres		-				-			0.5		0.5	was;now		none	N	N	N	-	-	Satellite: demesne hides and ploughs.
4552	DEV	"2,21"	-	3	geld			1		52	land for	4	44	48				56	25	14	0	0	0	0	0	17	0	-	0	1	0.16	150	acres	140	acres	200	acres				payment in kind			16		7	was;now		none	N	N	N	-	-	"Payments: 17 pigmen, 90 pigs. Satellite: demesne hides."
4553	DEV	"2,22"	-	5	geld			1		16	land for	1	15	16				22	5	1	0	0	0	0	0	0	0	-	0			2	acres		-	12	acres				-			6			now		none	N	N	N	-	-	Satellite: demesne hides.
4554	DEV	"2,23"	-	3	geld			1		16	land for	2	10	12				22	10	2	0	0	0	0	0	0	0	-	0				-	60	acres	40	acres				-			5		3	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4555	DEV	"2,24"	-	6	geld			3		26	land for	2	21	23				26	0	6	0	0	0	0	0	0	21	Cottagers	0			10	acres	50	acres	31	acres				-			12		10	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4557	DEV	"3,1"	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-						-		none	N	N	N	-	-	"Waste possibly implied: 3 houses, 1 unoccupied."
4558	DEV	"3,2"	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.06			now		none	N	N	N	-	-	"Payments: 6 houses, 4 exempt, 2 paid 16d, withheld. Values: payments recorded as valuation."
4559	DEV	"3,3"	-	0.12	geld						-							0	0	0	0	0	0	0	0	0	0	-	10	1	1		-		-		-				-			1.18			now		none	N	N	N	-	-	"Payments: 10 burgesses, 45d; 7 unoccupied houses, 1/2 virgate, a mill, 20s; dues from burgesses, 20s. Values: payments recorded as the valuation."
4560	DEV	"3,4"	-	1	geld			0.25		20	land for	2	17	19				40	12	6	0	0	0	0	0	0	0	-	0			100	acres	200	acres	15	acres				-			7.5		7.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4561	DEV	"3,5"	-	0.65	geld			0.15		10	land for	3	6	9				12	8	3	0	0	0	0	0	9	0	-	0			15	acres	30	acres	60	acres				payment in kind			8		6	was;now		none	N	N	N	-	-	"Payments: 9 pigmen, 25 pigs. Satellite: demesne hides."
4562	DEV	"3,6"	-	3	geld			0.5		30	land for	3	27	30				40	30	6	0	0	0	0	0	13	0	-	1			20	acres	100	acres	10	acres				miscellaneous			22		12	was;now		none	N	N	N	-	-	"Payments: 13 pigmen, 21 pigs; 1 burgess in Barnstaple, 15d. Satellite: demesne hides."
4563	DEV	"3,7"	-	0.75	geld			0.37		6	land for	2	5	7				9	5	5	0	0	0	0	0	0	0	-	0			20	acres	12	acres		-				-			3		1	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4564	DEV	"3,8"	Bovey Tracey	4.12	geld			0.5		18	land for	3	10	20				16	8	8	0	0	0	0	0	0	0	-	0	1	0.5	5	acres	50	acres	60	acres				-			14			now		none	N	N	N	-	Y	Satellite: demesne hides.
4566	DEV	"3,9"	-	0.5	geld			0.12		8	land for	1	1	2				8	0	6	0	0	0	0	0	0	7	Cottagers	0			12	acres	0.5 league * 2 furlongs	mixed measures	30	acres				-			3		4	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4567	DEV	"3,10"	-	0.12	geld					2	land for	1	0	1				0	0	2	0	0	0	0	0	0	0	-	0			20	acres	5 * 2	furlongs		-				-			0.25		0.1	was;now		none	N	N	N	-	-	
4568	DEV	"3,11"	Horwood	0.25	geld			0.12		2	land for	1	0	1				0	0	2	0	0	0	0	0	0	0	-	0			20	acres	100	acres		-				-			0.25			now		none	N	N	N	-	-	Satellite: demesne hides.
4569	DEV	"3,12"	-	0.12	geld			0.12		3	land for	3	0	3				2	0	4	0	0	0	0	0	0	0	-	0			10	acres	2	furlongs	60	acres				-			0.75		1	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4570	DEV	"3,13"	-	1.31	geld			0.25		8	land for	2	5	7				10	4	5	0	0	0	0	0	0	0	-	0			8	acres	1 * 1	leagues	0.5 league * 3 furlongs	mixed measures				-			2		2	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4571	DEV	"3,14"	-	0.12	geld			0.06		5	land for	1	3	4				2	1	3	0	0	0	0	0	3	0	-	0			3	acres	15	acres	4 * 2	furlongs				payment in kind			1		1	was;now		none	N	N	N	-	-	"Satellite: demesne hides; payments, 3 pigmen, 11 pigs."
4572	DEV	"3,15"	-	0.37	geld					3	land for	0	0	0				3	2	0	0	0	0	0	0	0	0	-	0				-		-	5	acres				-			0.5			now		none	N	N	N	-	-	
4573	DEV	"3,16"	-	1	geld			0.25		6	land for	1	2	3				4	0	2	0	0	0	0	0	0	0	-	0			4	acres	30	acres	8	acres				-			1.5		1.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4574	DEV	"3,17"	Horwood	0.75	geld			0.25		5	land for	1	0.5	1.5				6	0	4	0	0	0	0	0	0	0	-	0			3	acres		-		-				-			1.5		1.5	was;now		none	N	N	N	-	-	Satellite: demesne hides and ploughs.
4575	DEV	"3,18"	-	0.5	geld			0.25		5	land for	1	2.5	3.5				4	3	1	0	0	0	0	0	0	0	-	0			2	acres	12	acres	10	acres				-			1		1.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4576	DEV	"3,19"	Roborough	1.75	geld			0.37		17	land for	1	8	9				15	3	5	0	0	0	0	0	0	0	-	0			16	acres	20	acres	20	acres				-			3.5		4.5	was;now		none	N	N	N	-	Y	Satellite: demesne hides.
4577	DEV	"3,20"	-	0.87	geld			0.25		12	land for	2	2	4				6	0	8	0	0	0	0	0	3	0	-	0			12	acres	30	acres	30	acres				payment in kind			2		1.5	was;now		none	N	N	N	-	-	"Payments: 3 pigmen, 15 pigs. Satellite: demesne hides."
4578	DEV	"3,21"	-	1.5	geld			0.5		12	land for	1	6	7				11	8	6	0	0	0	0	0	0	0	-	0			6	acres	1 league * 3 furlongs	mixed measures	0.5 league * 6 furlongs	mixed measures				-			4		4	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4579	DEV	"3,22"	-	1	geld			0.25		8	land for	2	6	8				11	1	2	0	0	0	0	0	3	0	-	0			6	acres	30	acres	1 * 0.5	leagues				payment in kind			4.5		5.25	was;now		none	N	N	N	-	Y	"Payments: 3 pigmen, 50 pigs. Satellite: demesne hides."
4580	DEV	"3,23"	-	1	geld			0.25		8	land for	1	3	4				8	4	1	0	0	0	0	0	0	0	-	0				-	1	leagues	50	acres				-			1.5		0.25	qr;now		none	N	N	N	-	-	Satellite: intermediate valuation and demesne hides.
4581	DEV	"3,24"	-	0.5	geld			0.12		5	land for	2	3	5				3	5	5	0	0	0	0	0	0	0	-	0			4	acres	40	acres	8	acres				-			2		2.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4582	DEV	"3,25"	-	0.5	geld			0.12		5	land for	1	3	4				6	7	4	0	0	0	0	0	0	0	-	0			8	acres	40	acres	60	acres				-			1.5		2	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4583	DEV	"3,26"	-	1	geld			0.12		9	land for	1	9	10				18	3	4	0	0	0	0	0	0	0	-	0			3	acres		-	1 * 0.5	leagues				-			3		3	was;now		none	N	N	N	-	Y	Satellite: demesne hides.
4584	DEV	"3,27"	-	0.25	geld					2	land for	0	2	2				2	1	0	0	0	0	0	0	0	0	-	0				-	20	acres		-				-			0.3		0.5	was;now		none	N	N	N	-	-	
4585	DEV	"3,28"	-	0.5	geld			0.25		4	land for	1	1	2				4	4	4	0	0	0	0	0	0	0	-	0			2	acres	5	acres	30	acres				-			1.5		1.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4586	DEV	"3,29"	-	0.12	geld					1	land for	0	1	1				2	0	1	0	0	0	0	0	0	0	-	0			4	acres	20	acres		-				-			0.5		0.5	was;now		none	N	N	N	-	-	
4587	DEV	"3,30"	High Bray	0.62	geld			0.25		8	land for	2	3	5				8	3	1	0	0	0	0	0	0	0	-	0			30	acres	2 * 0.5	leagues	30	acres				-			1.5		1.5	was;now		none	N	N	N	-	Y	Satellite: demesne hides.
4588	DEV	"3,31"	-	0.5	geld			0.12		5	land for	1	2	3				4	1	1	0	0	0	0	0	0	0	-	0			2	acres		-	6	acres				-			1		1	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4589	DEV	"3,32"	Braunton	0.25	geld						no ploughlands							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-						no data		none	N	N	N	-	-	
4590	DEV	"3,33"	-	0.25	geld			0.12		3	land for	1	0.5	1.5				3	2	1	0	0	0	0	0	0	0	-	0			7	acres	10	acres		-				-			1		1	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4591	DEV	"3,34"	-	0.12	geld					2	land for	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.3		0	qr;now		qr waste	X	Y	N	-	-	
4592	DEV	"3,35"	-	0.12	geld					2	land for	0	0.5	0.5				1	0	0	0	0	0	0	0	0	0	-	0			7	acres	40	acres		-				-			0.1		0	qr;now		qr waste	X	Y	N	-	-	Satellite: intermediate valuation.
4593	DEV	"3,36"	-	0.5	geld			0.25		5	land for	1	3.5	4.5				9	2	2	0	0	0	0	0	0	0	-	0				-		-	3	acres				-			2		2	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4594	DEV	"3,37"	-	0.12	geld			0.06		2	land for	1	0.75	1.75				1	1	2	0	0	0	0	0	0	0	-	0			1	acres	30	acres	6	acres				-			0.75		0.75	was;now		none	N	N	N	-	-	Ploughteams: men have 6 oxen in a plough. Satellite: demesne hides.
4595	DEV	"3,38"	-	0.5	geld			0.12		4	land for	1.5	1.5	3				6	0	4	0	0	0	0	0	0	0	-	0			1	acres	30	acres	3	acres				-			1		0.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4596	DEV	"3,39"	-	0.5	geld			0.12		5	land for	1	1.5	2.5				4	5	1	0	0	0	0	0	0	0	-	0			12	acres	100	acres		-				-			1		0.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4597	DEV	"3,40"	-	0.5	geld			0.12		5	land for	1	1.5	2.5				5	3	1	0	0	0	0	0	0	0	-	0			20	acres	100	acres		-				-			1		0.5	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4598	DEV	"3,41"	-	0.12	geld			0.06		2	land for	0	0	0				2	0	0	0	0	0	0	0	0	0	-	0			6	acres	50	acres		-				-			0.25		0.25	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4599	DEV	"3,42"	-	0.37	geld			0.12		8	land for	0	2	2				6	3	1	0	0	0	0	0	0	0	-	0			12	acres	200	acres	30	acres				-			0.75		1	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4600	DEV	"3,43"	-	1.59	geld			0.59		8	land for	1	1	2				7	0	2	0	0	0	0	0	0	0	-	0			2	acres	100	acres	20	acres				-			1		1	was;now		none	N	N	N	-	-	Satellite: demesne hides.
4601	DEV	"3,44"	-	0.12	geld			0.06		3	land for	1	0.25	1.25				1	1	1	0	0	0	0	0	0	0	-	0				-	30	acres	20	acres				-			0.5		0.25	was;now		none	N	N	N	-	-	"Satellite: demesne hides; additional ploughteams, 2 oxen in a plough between the villagers."
